date_key,plant_id,material_id,on_hand_qty,safety_stock_qty,reorder_point_qty,unit_of_measure,days_of_cover,stock_status
202510,PLT-01,MAT-106,1308.0,100.0,150.0,MT,392.4,Healthy
202512,PLT-01,MAT-106,1040.0,100.0,150.0,MT,312.0,Healthy
202501,PLT-01,MAT-107,-533.0,400.0,600.0,KG,-40.0,Below Safety
202502,PLT-01,MAT-107,915.0,400.0,600.0,KG,68.6,Healthy
202504,PLT-01,MAT-107,-145.0,400.0,600.0,KG,-10.9,Below Safety
202505,PLT-01,MAT-107,-700.0,400.0,600.0,KG,-52.5,Below Safety
202507,PLT-01,MAT-107,-1332.0,400.0,600.0,KG,-99.9,Below Safety
202508,PLT-01,MAT-107,-1575.0,400.0,600.0,KG,-118.1,Below Safety
202509,PLT-01,MAT-107,-1793.0,400.0,600.0,KG,-134.5,Below Safety
202511,PLT-01,MAT-107,-1370.0,400.0,600.0,KG,-102.8,Below Safety
202512,PLT-01,MAT-107,-1641.0,400.0,600.0,KG,-123.1,Below Safety
202501,PLT-01,MAT-108,-225.0,400.0,600.0,KG,-16.9,Below Safety
202503,PLT-01,MAT-108,91.0,400.0,600.0,KG,6.8,Below Safety
202504,PLT-01,MAT-108,-545.0,400.0,600.0,KG,-40.9,Below Safety
202506,PLT-01,MAT-108,-24.0,400.0,600.0,KG,-1.8,Below Safety
202509,PLT-01,MAT-108,-379.0,400.0,600.0,KG,-28.4,Below Safety
202510,PLT-01,MAT-108,-794.0,400.0,600.0,KG,-59.6,Below Safety
202512,PLT-01,MAT-108,-1615.0,400.0,600.0,KG,-121.1,Below Safety
202503,PLT-01,MAT-109,-212.0,120.0,180.0,EA,-53.0,Below Safety
202504,PLT-01,MAT-109,-361.0,120.0,180.0,EA,-90.2,Below Safety
202505,PLT-01,MAT-109,-633.0,120.0,180.0,EA,-158.2,Below Safety
202507,PLT-01,MAT-109,-165.0,120.0,180.0,EA,-41.2,Below Safety
202508,PLT-01,MAT-109,-461.0,120.0,180.0,EA,-115.2,Below Safety
202509,PLT-01,MAT-109,-816.0,120.0,180.0,EA,-204.0,Below Safety
202510,PLT-01,MAT-109,-1234.0,120.0,180.0,EA,-308.5,Below Safety
202511,PLT-01,MAT-109,-938.0,120.0,180.0,EA,-234.5,Below Safety
202512,PLT-01,MAT-109,-174.0,120.0,180.0,EA,-43.5,Below Safety
202502,PLT-01,MAT-110,-722.0,400.0,600.0,KG,-54.2,Below Safety
202503,PLT-01,MAT-110,303.0,400.0,600.0,KG,22.7,Below Safety
202504,PLT-01,MAT-110,-427.0,400.0,600.0,KG,-32.0,Below Safety
202506,PLT-01,MAT-110,-1112.0,400.0,600.0,KG,-83.4,Below Safety
202507,PLT-01,MAT-110,-2023.0,400.0,600.0,KG,-151.7,Below Safety
202509,PLT-01,MAT-110,-2191.0,400.0,600.0,KG,-164.3,Below Safety
202510,PLT-01,MAT-110,-2890.0,400.0,600.0,KG,-216.8,Below Safety
202512,PLT-01,MAT-110,-3573.0,400.0,600.0,KG,-268.0,Below Safety
202505,PLT-01,MAT-111,-151.0,100.0,150.0,MT,-45.3,Below Safety
202506,PLT-01,MAT-111,-280.0,100.0,150.0,MT,-84.0,Below Safety
202507,PLT-01,MAT-111,-420.0,100.0,150.0,MT,-126.0,Below Safety
202509,PLT-01,MAT-111,-757.0,100.0,150.0,MT,-227.1,Below Safety
202510,PLT-01,MAT-111,-1050.0,100.0,150.0,MT,-315.0,Below Safety
202511,PLT-01,MAT-111,-1311.0,100.0,150.0,MT,-393.3,Below Safety
202512,PLT-01,MAT-111,-1334.0,100.0,150.0,MT,-400.2,Below Safety
202502,PLT-01,MAT-112,-231.0,100.0,150.0,MT,-69.3,Below Safety
202504,PLT-01,MAT-112,-517.0,100.0,150.0,MT,-155.1,Below Safety
202505,PLT-01,MAT-112,-716.0,100.0,150.0,MT,-214.8,Below Safety
202506,PLT-01,MAT-112,-850.0,100.0,150.0,MT,-255.0,Below Safety
202507,PLT-01,MAT-112,-925.0,100.0,150.0,MT,-277.5,Below Safety
202508,PLT-01,MAT-112,-961.0,100.0,150.0,MT,-288.3,Below Safety
202502,PLT-02,MAT-101,486.0,100.0,150.0,MT,145.8,Healthy
202503,PLT-02,MAT-101,149.0,100.0,150.0,MT,44.7,Healthy
202504,PLT-02,MAT-101,452.0,100.0,150.0,MT,135.6,Healthy
202505,PLT-02,MAT-101,1158.0,100.0,150.0,MT,347.4,Healthy
202507,PLT-02,MAT-101,1780.0,100.0,150.0,MT,534.0,Healthy
202508,PLT-02,MAT-101,2009.0,100.0,150.0,MT,602.7,Healthy
202509,PLT-02,MAT-101,3347.0,100.0,150.0,MT,1004.1,Healthy
202510,PLT-02,MAT-101,3977.0,100.0,150.0,MT,1193.1,Healthy
202511,PLT-02,MAT-101,4352.0,100.0,150.0,MT,1305.6,Healthy
202512,PLT-02,MAT-101,5183.0,100.0,150.0,MT,1554.9,Healthy
202601,PLT-02,MAT-101,5352.0,100.0,150.0,MT,1605.6,Healthy
202501,PLT-02,MAT-102,-196.0,100.0,150.0,MT,-58.8,Below Safety
202503,PLT-02,MAT-102,-546.0,100.0,150.0,MT,-163.8,Below Safety
202504,PLT-02,MAT-102,-48.0,100.0,150.0,MT,-14.4,Below Safety
202505,PLT-02,MAT-102,53.0,100.0,150.0,MT,15.9,Below Safety
202506,PLT-02,MAT-102,-142947.0,100.0,150.0,MT,-42884.1,Below Safety
202507,PLT-02,MAT-102,-142714.0,100.0,150.0,MT,-42814.2,Below Safety
202509,PLT-02,MAT-102,-142777.0,100.0,150.0,MT,-42833.1,Below Safety
202512,PLT-02,MAT-102,-141741.0,100.0,150.0,MT,-42522.3,Below Safety
202502,PLT-02,MAT-103,384.0,100.0,150.0,MT,115.2,Healthy
202503,PLT-02,MAT-103,765.0,100.0,150.0,MT,229.5,Healthy
202504,PLT-02,MAT-103,864.0,100.0,150.0,MT,259.2,Healthy
202505,PLT-02,MAT-103,1542.0,100.0,150.0,MT,462.6,Healthy
202506,PLT-02,MAT-103,1609.0,100.0,150.0,MT,482.7,Healthy
202507,PLT-02,MAT-103,,100.0,150.0,MT,434.1,Healthy
202508,PLT-02,MAT-103,1375.0,100.0,150.0,MT,412.5,Healthy
202509,PLT-02,MAT-103,2257.0,100.0,150.0,MT,677.1,Healthy
202510,PLT-02,MAT-103,2463.0,100.0,150.0,MT,738.9,Healthy
202502,PLT-02,MAT-104,-153.0,100.0,150.0,MT,-45.9,Below Safety
202503,PLT-02,MAT-104,,100.0,150.0,MT,259.8,Healthy
202504,PLT-02,MAT-104,1022.0,100.0,150.0,MT,306.6,Healthy
202505,PLT-02,MAT-104,1103.0,100.0,150.0,MT,330.9,Healthy
202506,PLT-02,MAT-104,1058.0,100.0,150.0,MT,317.4,Healthy
202507,PLT-02,MAT-104,634.0,100.0,150.0,MT,190.2,Healthy
202508,PLT-02,MAT-104,1162.0,100.0,150.0,MT,348.6,Healthy
202509,PLT-02,MAT-104,1066.0,100.0,150.0,MT,319.8,Healthy
202510,PLT-02,MAT-104,1493.0,100.0,150.0,MT,447.9,Healthy
202511,PLT-02,MAT-104,1337.0,100.0,150.0,MT,401.1,Healthy
202501,PLT-02,MAT-105,,100.0,150.0,MT,-81.3,Below Safety
202502,PLT-02,MAT-105,239.0,100.0,150.0,MT,71.7,Healthy
202503,PLT-02,MAT-105,567.0,100.0,150.0,MT,170.1,Healthy
202504,PLT-02,MAT-105,1709.0,100.0,150.0,MT,512.7,Healthy
202505,PLT-02,MAT-105,2066.0,100.0,150.0,MT,619.8,Healthy
202507,PLT-02,MAT-105,2764.0,100.0,150.0,MT,829.2,Healthy
202508,PLT-02,MAT-105,3134.0,100.0,150.0,MT,940.2,Healthy
202509,PLT-02,MAT-105,3640.0,100.0,150.0,MT,1092.0,Healthy
202510,PLT-02,MAT-105,3600.0,100.0,150.0,MT,1080.0,Healthy
202511,PLT-02,MAT-105,4492.0,100.0,150.0,MT,1347.6,Healthy
202501,PLT-02,MAT-106,-88.0,100.0,150.0,MT,-26.4,Below Safety
202503,PLT-02,MAT-106,-391.0,100.0,150.0,MT,-117.3,Below Safety
202505,PLT-02,MAT-106,-730.0,100.0,150.0,MT,-219.0,Below Safety
202506,PLT-02,MAT-106,-391.0,100.0,150.0,MT,-117.3,Below Safety
202508,PLT-02,MAT-106,-721.0,100.0,150.0,MT,-216.3,Below Safety
202510,PLT-02,MAT-106,-839.0,100.0,150.0,MT,-251.7,Below Safety
202512,PLT-02,MAT-106,-671.0,100.0,150.0,MT,-201.3,Below Safety
202601,PLT-02,MAT-106,-128.0,100.0,150.0,MT,-38.4,Below Safety
202501,PLT-02,MAT-107,-193.0,400.0,600.0,KG,-14.5,Below Safety
202502,PLT-02,MAT-107,-727.0,400.0,600.0,KG,-54.5,Below Safety
202503,PLT-02,MAT-107,-1755.0,400.0,600.0,KG,-131.6,Below Safety
202504,PLT-02,MAT-107,-2047.0,400.0,600.0,KG,-153.5,Below Safety
202505,PLT-02,MAT-107,-2455.0,400.0,600.0,KG,-184.1,Below Safety
202508,PLT-02,MAT-107,-1454.0,400.0,600.0,KG,-109.0,Below Safety
202512,PLT-02,MAT-107,-1964.0,400.0,600.0,KG,-147.3,Below Safety
202501,PLT-02,MAT-108,-465.0,400.0,600.0,KG,-34.9,Below Safety
202503,PLT-02,MAT-108,-974.0,400.0,600.0,KG,-73.0,Below Safety
202504,PLT-02,MAT-108,-1436.0,400.0,600.0,KG,-107.7,Below Safety
202506,PLT-02,MAT-108,-1779.0,400.0,600.0,KG,-133.4,Below Safety
202508,PLT-02,MAT-108,-1583.0,400.0,600.0,KG,-118.7,Below Safety
202509,PLT-02,MAT-108,-904.0,400.0,600.0,KG,-67.8,Below Safety
202511,PLT-02,MAT-108,-1354.0,400.0,600.0,KG,-101.6,Below Safety
202512,PLT-02,MAT-108,95.0,400.0,600.0,KG,7.1,Below Safety
202503,PLT-02,MAT-109,75.0,120.0,180.0,EA,18.8,Below Safety
202504,PLT-02,MAT-109,-84.0,120.0,180.0,EA,-21.0,Below Safety
202507,PLT-02,MAT-109,-145.0,120.0,180.0,EA,-36.2,Below Safety
202508,PLT-02,MAT-109,-311.0,120.0,180.0,EA,-77.8,Below Safety
202510,PLT-02,MAT-109,174.0,120.0,180.0,EA,43.5,Healthy
202512,PLT-02,MAT-109,64.0,120.0,180.0,EA,16.0,Below Safety
202501,PLT-02,MAT-110,-561.0,400.0,600.0,KG,-42.1,Below Safety
202503,PLT-02,MAT-110,1203.0,400.0,600.0,KG,90.2,Healthy
202504,PLT-02,MAT-110,492.0,400.0,600.0,KG,36.9,Healthy
202505,PLT-02,MAT-110,-10.0,400.0,600.0,KG,-0.8,Below Safety
202507,PLT-02,MAT-110,-364.0,400.0,600.0,KG,-27.3,Below Safety
202508,PLT-02,MAT-110,-104.0,400.0,600.0,KG,-7.8,Below Safety
202509,PLT-02,MAT-110,-998.0,400.0,600.0,KG,-74.8,Below Safety
202510,PLT-02,MAT-110,-809.0,400.0,600.0,KG,-60.7,Below Safety
202512,PLT-02,MAT-110,-1030.0,400.0,600.0,KG,-77.2,Below Safety
202501,PLT-02,MAT-111,-192.0,100.0,150.0,MT,-57.6,Below Safety
202503,PLT-02,MAT-111,-269.0,100.0,150.0,MT,-80.7,Below Safety
202507,PLT-02,MAT-111,-418.0,100.0,150.0,MT,-125.4,Below Safety
202508,PLT-02,MAT-111,-604.0,100.0,150.0,MT,-181.2,Below Safety
202510,PLT-02,MAT-111,-947.0,100.0,150.0,MT,-284.1,Below Safety
202512,PLT-02,MAT-111,-1259.0,100.0,150.0,MT,-377.7,Below Safety
202502,PLT-02,MAT-112,-94.0,100.0,150.0,MT,-28.2,Below Safety
202504,PLT-02,MAT-112,-167.0,100.0,150.0,MT,-50.1,Below Safety
202505,PLT-02,MAT-112,-295.0,100.0,150.0,MT,-88.5,Below Safety
202506,PLT-02,MAT-112,-370.0,100.0,150.0,MT,-111.0,Below Safety
202508,PLT-02,MAT-112,-466.0,100.0,150.0,MT,-139.8,Below Safety
202509,PLT-02,MAT-112,-591.0,100.0,150.0,MT,-177.3,Below Safety
202510,PLT-02,MAT-112,-839.0,100.0,150.0,MT,-251.7,Below Safety
202512,PLT-02,MAT-112,-951.0,100.0,150.0,MT,-285.3,Below Safety
202501,PLT-03,MAT-101,323.0,100.0,150.0,MT,96.9,Healthy
202502,PLT-03,MAT-101,991.0,100.0,150.0,MT,297.3,Healthy
202503,PLT-03,MAT-101,1702.0,100.0,150.0,MT,510.6,Healthy
202504,PLT-03,MAT-101,1950.0,100.0,150.0,MT,585.0,Healthy
202505,PLT-03,MAT-101,2904.0,100.0,150.0,MT,871.2,Healthy
202506,PLT-03,MAT-101,3497.0,100.0,150.0,MT,1049.1,Healthy
202507,PLT-03,MAT-101,3591.0,100.0,150.0,MT,1077.3,Healthy
202508,PLT-03,MAT-101,3703.0,100.0,150.0,MT,1110.9,Healthy
202509,PLT-03,MAT-101,3268.0,100.0,150.0,MT,980.4,Healthy
202510,PLT-03,MAT-101,3196.0,100.0,150.0,MT,958.8,Healthy
202511,PLT-03,MAT-101,3689.0,100.0,150.0,MT,1106.7,Healthy
202512,PLT-03,MAT-101,3631.0,100.0,150.0,MT,1089.3,Healthy
202501,PLT-03,MAT-102,-231.0,100.0,150.0,MT,-69.3,Below Safety
202502,PLT-03,MAT-102,-2.0,100.0,150.0,MT,-0.6,Below Safety
202503,PLT-03,MAT-102,303.0,100.0,150.0,MT,90.9,Healthy
202504,PLT-03,MAT-102,454.0,100.0,150.0,MT,136.2,Healthy
202505,PLT-03,MAT-102,472.0,100.0,150.0,MT,141.6,Healthy
202506,PLT-03,MAT-102,813.0,100.0,150.0,MT,243.9,Healthy
202507,PLT-03,MAT-102,1182.0,100.0,150.0,MT,354.6,Healthy
202508,PLT-03,MAT-102,1393.0,100.0,150.0,MT,417.9,Healthy
202509,PLT-03,MAT-102,2368.0,100.0,150.0,MT,710.4,Healthy
202510,PLT-03,MAT-102,2384.0,100.0,150.0,MT,715.2,Healthy
202511,PLT-03,MAT-102,2843.0,100.0,150.0,MT,852.9,Healthy
202502,PLT-03,MAT-103,-207.0,100.0,150.0,MT,-62.1,Below Safety
202503,PLT-03,MAT-103,189.0,100.0,150.0,MT,56.7,Healthy
202504,PLT-03,MAT-103,757.0,100.0,150.0,MT,227.1,Healthy
202505,PLT-03,MAT-103,995.0,100.0,150.0,MT,298.5,Healthy
202507,PLT-03,MAT-103,1122.0,100.0,150.0,MT,336.6,Healthy
202508,PLT-03,MAT-103,1300.0,100.0,150.0,MT,390.0,Healthy
202509,PLT-03,MAT-103,2598.0,100.0,150.0,MT,779.4,Healthy
202510,PLT-03,MAT-103,3117.0,100.0,150.0,MT,935.1,Healthy
202511,PLT-03,MAT-103,4057.0,100.0,150.0,MT,1217.1,Healthy
202512,PLT-03,MAT-103,3958.0,100.0,150.0,MT,1187.4,Healthy
202501,PLT-03,MAT-104,-30.0,100.0,150.0,MT,-9.0,Below Safety
202502,PLT-03,MAT-104,-64.0,100.0,150.0,MT,-19.2,Below Safety
202503,PLT-03,MAT-104,203.0,100.0,150.0,MT,60.9,Healthy
202504,PLT-03,MAT-104,385.0,100.0,150.0,MT,115.5,Healthy
202507,PLT-03,MAT-104,716.0,100.0,150.0,MT,214.8,Healthy
202508,PLT-03,MAT-104,1190.0,100.0,150.0,MT,357.0,Healthy
202509,PLT-03,MAT-104,2080.0,100.0,150.0,MT,624.0,Healthy
202510,PLT-03,MAT-104,2954.0,100.0,150.0,MT,886.2,Healthy
202511,PLT-03,MAT-104,3385.0,100.0,150.0,MT,1015.5,Healthy
202512,PLT-03,MAT-104,3619.0,100.0,150.0,MT,1085.7,Healthy
202501,PLT-03,MAT-105,169.0,100.0,150.0,MT,50.7,Healthy
202502,PLT-03,MAT-105,-131.0,100.0,150.0,MT,-39.3,Below Safety
202504,PLT-03,MAT-105,331.0,100.0,150.0,MT,99.3,Healthy
202505,PLT-03,MAT-105,84.0,100.0,150.0,MT,25.2,Below Safety
202507,PLT-03,MAT-105,350.0,100.0,150.0,MT,105.0,Healthy
202509,PLT-03,MAT-105,854.0,100.0,150.0,MT,256.2,Healthy
202510,PLT-03,MAT-105,1961.0,100.0,150.0,MT,588.3,Healthy
202511,PLT-03,MAT-105,2462.0,100.0,150.0,MT,738.6,Healthy
202512,PLT-03,MAT-105,3054.0,100.0,150.0,MT,916.2,Healthy
202601,PLT-03,MAT-105,3522.0,100.0,150.0,MT,1056.6,Healthy
202503,PLT-03,MAT-106,-165.0,100.0,150.0,MT,-49.5,Below Safety
202506,PLT-03,MAT-106,-311.0,100.0,150.0,MT,-93.3,Below Safety
202507,PLT-03,MAT-106,-349.0,100.0,150.0,MT,-104.7,Below Safety
202508,PLT-03,MAT-106,-565.0,100.0,150.0,MT,-169.5,Below Safety
202510,PLT-03,MAT-106,-616.0,100.0,150.0,MT,-184.8,Below Safety
202511,PLT-03,MAT-106,-722.0,100.0,150.0,MT,-216.6,Below Safety
202502,PLT-03,MAT-107,-968.0,400.0,600.0,KG,-72.6,Below Safety
202503,PLT-03,MAT-107,-1675.0,400.0,600.0,KG,-125.6,Below Safety
202506,PLT-03,MAT-107,-2164.0,400.0,600.0,KG,-162.3,Below Safety
202509,PLT-03,MAT-107,-2731.0,400.0,600.0,KG,-204.8,Below Safety
202511,PLT-03,MAT-107,-1240.0,400.0,600.0,KG,-93.0,Below Safety
202512,PLT-03,MAT-107,-314.0,400.0,600.0,KG,-23.6,Below Safety
202503,PLT-03,MAT-108,-212.0,400.0,600.0,KG,-15.9,Below Safety
202505,PLT-03,MAT-108,-563.0,400.0,600.0,KG,-42.2,Below Safety
202506,PLT-03,MAT-108,-699.0,400.0,600.0,KG,-52.4,Below Safety
202507,PLT-03,MAT-108,931.0,400.0,600.0,KG,69.8,Healthy
202508,PLT-03,MAT-108,68.0,400.0,600.0,KG,5.1,Below Safety
202509,PLT-03,MAT-108,491.0,400.0,600.0,KG,36.8,Healthy
202510,PLT-03,MAT-108,-68.0,400.0,600.0,KG,-5.1,Below Safety
202501,PLT-03,MAT-109,-223.0,120.0,180.0,EA,-55.8,Below Safety
202502,PLT-03,MAT-109,-103.0,120.0,180.0,EA,-25.8,Below Safety
202505,PLT-03,MAT-109,-224.0,120.0,180.0,EA,-56.0,Below Safety
202506,PLT-03,MAT-109,-255.0,120.0,180.0,EA,-63.8,Below Safety
202507,PLT-03,MAT-109,-420.0,120.0,180.0,EA,-105.0,Below Safety
202511,PLT-03,MAT-109,16.0,120.0,180.0,EA,4.0,Below Safety
202512,PLT-03,MAT-109,637.0,120.0,180.0,EA,159.2,Healthy
202501,PLT-03,MAT-110,-759.0,400.0,600.0,KG,-56.9,Below Safety
202502,PLT-03,MAT-110,-1483.0,400.0,600.0,KG,-111.2,Below Safety
202504,PLT-03,MAT-110,-1615.0,400.0,600.0,KG,-121.1,Below Safety
202506,PLT-03,MAT-110,-830.0,400.0,600.0,KG,-62.2,Below Safety
202507,PLT-03,MAT-110,-1206.0,400.0,600.0,KG,-90.4,Below Safety
202508,PLT-03,MAT-110,-1733.0,400.0,600.0,KG,-130.0,Below Safety
202510,PLT-03,MAT-110,-2707.0,400.0,600.0,KG,-203.0,Below Safety
202512,PLT-03,MAT-110,-3458.0,400.0,600.0,KG,-259.3,Below Safety
202503,PLT-03,MAT-111,-124.0,100.0,150.0,MT,-37.2,Below Safety
202505,PLT-03,MAT-111,-487.0,100.0,150.0,MT,-146.1,Below Safety
202507,PLT-03,MAT-111,-743.0,100.0,150.0,MT,-222.9,Below Safety
202509,PLT-03,MAT-111,-1075.0,100.0,150.0,MT,-322.5,Below Safety
202510,PLT-03,MAT-111,-1134.0,100.0,150.0,MT,-340.2,Below Safety
202511,PLT-03,MAT-111,-1366.0,100.0,150.0,MT,-409.8,Below Safety
202512,PLT-03,MAT-111,-1772.0,100.0,150.0,MT,-531.6,Below Safety
202501,PLT-03,MAT-112,-35.0,100.0,150.0,MT,-10.5,Below Safety
202503,PLT-03,MAT-112,-292.0,100.0,150.0,MT,-87.6,Below Safety
202505,PLT-03,MAT-112,-422.0,100.0,150.0,MT,-126.6,Below Safety
202507,PLT-03,MAT-112,-688.0,100.0,150.0,MT,-206.4,Below Safety
202508,PLT-03,MAT-112,-991.0,100.0,150.0,MT,-297.3,Below Safety
202509,PLT-03,MAT-112,-1316.0,100.0,150.0,MT,-394.8,Below Safety
202510,PLT-03,MAT-112,-1596.0,100.0,150.0,MT,-478.8,Below Safety
202511,PLT-03,MAT-112,-1800.0,100.0,150.0,MT,-540.0,Below Safety
202512,PLT-03,MAT-112,-1995.0,100.0,150.0,MT,-598.5,Below Safety
202511,PLT-03,MAT-888,-369.0,,,,,Healthy
202501,PLT-04,MAT-101,35.0,100.0,150.0,MT,10.5,Below Safety
202502,PLT-04,MAT-101,613.0,100.0,150.0,MT,183.9,Healthy
202503,PLT-04,MAT-101,1256.0,100.0,150.0,MT,376.8,Healthy
202505,PLT-04,MAT-101,1745.0,100.0,150.0,MT,523.5,Healthy
202506,PLT-04,MAT-101,1665.0,100.0,150.0,MT,499.5,Healthy
202507,PLT-04,MAT-101,2293.0,100.0,150.0,MT,687.9,Healthy
202509,PLT-04,MAT-101,3488.0,100.0,150.0,MT,1046.4,Healthy
202510,PLT-04,MAT-101,3925.0,100.0,150.0,MT,1177.5,Healthy
202512,PLT-04,MAT-101,3767.0,100.0,150.0,MT,1130.1,Healthy
202601,PLT-04,MAT-101,4194.0,100.0,150.0,MT,1258.2,Healthy
202501,PLT-04,MAT-102,-427.0,100.0,150.0,MT,-128.1,Below Safety
202502,PLT-04,MAT-102,-245.0,100.0,150.0,MT,-73.5,Below Safety
202503,PLT-04,MAT-102,-165.0,100.0,150.0,MT,-49.5,Below Safety
202504,PLT-04,MAT-102,856.0,100.0,150.0,MT,256.8,Healthy
202506,PLT-04,MAT-102,1300.0,100.0,150.0,MT,390.0,Healthy
202507,PLT-04,MAT-102,499217.0,100.0,150.0,MT,149765.1,Healthy
202509,PLT-04,MAT-102,499518.0,100.0,150.0,MT,149855.4,Healthy
202510,PLT-04,MAT-102,500512.0,100.0,150.0,MT,150153.6,Healthy
202511,PLT-04,MAT-102,500770.0,100.0,150.0,MT,150231.0,Healthy
202601,PLT-04,MAT-102,501670.0,100.0,150.0,MT,150501.0,Healthy
202501,PLT-04,MAT-103,659.0,100.0,150.0,MT,197.7,Healthy
202502,PLT-04,MAT-103,484.0,100.0,150.0,MT,145.2,Healthy
202503,PLT-04,MAT-103,431.0,100.0,150.0,MT,129.3,Healthy
202504,PLT-04,MAT-103,651.0,100.0,150.0,MT,195.3,Healthy
202505,PLT-04,MAT-103,957.0,100.0,150.0,MT,287.1,Healthy
202506,PLT-04,MAT-103,717.0,100.0,150.0,MT,215.1,Healthy
202507,PLT-04,MAT-103,1566.0,100.0,150.0,MT,469.8,Healthy
202509,PLT-04,MAT-103,2409.0,100.0,150.0,MT,722.7,Healthy
202510,PLT-04,MAT-103,3227.0,100.0,150.0,MT,968.1,Healthy
202511,PLT-04,MAT-103,3059.0,100.0,150.0,MT,917.7,Healthy
202501,PLT-04,MAT-104,-26.0,100.0,150.0,MT,-7.8,Below Safety
202502,PLT-04,MAT-104,965.0,100.0,150.0,MT,289.5,Healthy
