date_key,plant_id,material_id,on_hand_qty,safety_stock_qty,reorder_point_qty,unit_of_measure,days_of_cover,stock_status
202504,PLT-01,MAT-107,2048,400,600,KG,153.6,Healthy
202505,PLT-01,MAT-107,1493,400,600,KG,112.0,Healthy
202507,PLT-01,MAT-107,861,400,600,KG,64.6,Healthy
202508,PLT-01,MAT-107,618,400,600,KG,46.4,Healthy
202509,PLT-01,MAT-107,400,400,600,KG,30.0,Healthy
202511,PLT-01,MAT-107,823,400,600,KG,61.7,Healthy
202512,PLT-01,MAT-107,552,400,600,KG,41.4,Healthy
202501,PLT-01,MAT-108,1790,400,600,KG,134.2,Healthy
202503,PLT-01,MAT-108,2106,400,600,KG,158.0,Healthy
202504,PLT-01,MAT-108,1470,400,600,KG,110.2,Healthy
202506,PLT-01,MAT-108,1991,400,600,KG,149.3,Healthy
202509,PLT-01,MAT-108,1636,400,600,KG,122.7,Healthy
202510,PLT-01,MAT-108,1221,400,600,KG,91.6,Healthy
202512,PLT-01,MAT-108,400,400,600,KG,30.0,Healthy
202503,PLT-01,MAT-109,1172,120,180,EA,293.0,Healthy
202504,PLT-01,MAT-109,1023,120,180,EA,255.8,Healthy
202505,PLT-01,MAT-109,751,120,180,EA,187.8,Healthy
202507,PLT-01,MAT-109,1219,120,180,EA,304.8,Healthy
202508,PLT-01,MAT-109,923,120,180,EA,230.8,Healthy
202509,PLT-01,MAT-109,568,120,180,EA,142.0,Healthy
202510,PLT-01,MAT-109,150,120,180,EA,37.5,Healthy
202511,PLT-01,MAT-109,446,120,180,EA,111.5,Healthy
202512,PLT-01,MAT-109,1210,120,180,EA,302.5,Healthy
202502,PLT-01,MAT-110,3251,400,600,KG,243.8,Healthy
202503,PLT-01,MAT-110,4276,400,600,KG,320.7,Healthy
202504,PLT-01,MAT-110,3546,400,600,KG,266.0,Healthy
202506,PLT-01,MAT-110,2861,400,600,KG,214.6,Healthy
202507,PLT-01,MAT-110,1950,400,600,KG,146.2,Healthy
202509,PLT-01,MAT-110,1782,400,600,KG,133.6,Healthy
202510,PLT-01,MAT-110,1083,400,600,KG,81.2,Healthy
202512,PLT-01,MAT-110,400,400,600,KG,30.0,Healthy
202505,PLT-01,MAT-111,1303,100,150,MT,390.9,Healthy
202506,PLT-01,MAT-111,1174,100,150,MT,352.2,Healthy
202507,PLT-01,MAT-111,1034,100,150,MT,310.2,Healthy
202509,PLT-01,MAT-111,697,100,150,MT,209.1,Healthy
202510,PLT-01,MAT-111,404,100,150,MT,121.2,Healthy
202511,PLT-01,MAT-111,143,100,150,MT,42.9,Healthy
202512,PLT-01,MAT-111,120,100,150,MT,36.0,Healthy
202502,PLT-01,MAT-112,850,100,150,MT,255.0,Healthy
202504,PLT-01,MAT-112,564,100,150,MT,169.2,Healthy
202505,PLT-01,MAT-112,365,100,150,MT,109.5,Healthy
202506,PLT-01,MAT-112,231,100,150,MT,69.3,Healthy
202507,PLT-01,MAT-112,156,100,150,MT,46.8,Healthy
202508,PLT-01,MAT-112,120,100,150,MT,36.0,Healthy
202502,PLT-02,MAT-101,457,100,150,MT,137.1,Healthy
202503,PLT-02,MAT-101,120,100,150,MT,36.0,Healthy
202504,PLT-02,MAT-101,423,100,150,MT,126.9,Healthy
202505,PLT-02,MAT-101,1129,100,150,MT,338.7,Healthy
202507,PLT-02,MAT-101,1751,100,150,MT,525.3,Healthy
202508,PLT-02,MAT-101,1980,100,150,MT,594.0,Healthy
202509,PLT-02,MAT-101,3318,100,150,MT,995.4,Healthy
202510,PLT-02,MAT-101,3948,100,150,MT,1184.4,Healthy
202511,PLT-02,MAT-101,4323,100,150,MT,1296.9,Healthy
202512,PLT-02,MAT-101,5154,100,150,MT,1546.2,Healthy
202601,PLT-02,MAT-101,5323,100,150,MT,1596.9,Healthy
202501,PLT-02,MAT-102,470,100,150,MT,141.0,Healthy
202503,PLT-02,MAT-102,120,100,150,MT,36.0,Healthy
202504,PLT-02,MAT-102,618,100,150,MT,185.4,Healthy
202505,PLT-02,MAT-102,719,100,150,MT,215.7,Healthy
202506,PLT-02,MAT-102,576,100,150,MT,172.8,Healthy
202507,PLT-02,MAT-102,809,100,150,MT,242.7,Healthy
202509,PLT-02,MAT-102,746,100,150,MT,223.8,Healthy
202512,PLT-02,MAT-102,1782,100,150,MT,534.6,Healthy
202502,PLT-02,MAT-103,120,100,150,MT,36.0,Healthy
202503,PLT-02,MAT-103,501,100,150,MT,150.3,Healthy
202504,PLT-02,MAT-103,600,100,150,MT,180.0,Healthy
202505,PLT-02,MAT-103,1278,100,150,MT,383.4,Healthy
202506,PLT-02,MAT-103,1345,100,150,MT,403.5,Healthy
202507,PLT-02,MAT-103,1183,100,150,MT,354.9,Healthy
202508,PLT-02,MAT-103,1111,100,150,MT,333.3,Healthy
202509,PLT-02,MAT-103,1993,100,150,MT,597.9,Healthy
202510,PLT-02,MAT-103,2199,100,150,MT,659.7,Healthy
202502,PLT-02,MAT-104,120,100,150,MT,36.0,Healthy
202503,PLT-02,MAT-104,1139,100,150,MT,341.7,Healthy
202504,PLT-02,MAT-104,1295,100,150,MT,388.5,Healthy
202505,PLT-02,MAT-104,1376,100,150,MT,412.8,Healthy
202506,PLT-02,MAT-104,1331,100,150,MT,399.3,Healthy
202507,PLT-02,MAT-104,907,100,150,MT,272.1,Healthy
202508,PLT-02,MAT-104,1435,100,150,MT,430.5,Healthy
202509,PLT-02,MAT-104,1339,100,150,MT,401.7,Healthy
202510,PLT-02,MAT-104,1766,100,150,MT,529.8,Healthy
202511,PLT-02,MAT-104,1610,100,150,MT,483.0,Healthy
202501,PLT-02,MAT-105,120,100,150,MT,36.0,Healthy
202502,PLT-02,MAT-105,630,100,150,MT,189.0,Healthy
202503,PLT-02,MAT-105,958,100,150,MT,287.4,Healthy
202504,PLT-02,MAT-105,2100,100,150,MT,630.0,Healthy
202505,PLT-02,MAT-105,2457,100,150,MT,737.1,Healthy
202507,PLT-02,MAT-105,3155,100,150,MT,946.5,Healthy
202508,PLT-02,MAT-105,3525,100,150,MT,1057.5,Healthy
202509,PLT-02,MAT-105,4031,100,150,MT,1209.3,Healthy
202510,PLT-02,MAT-105,3991,100,150,MT,1197.3,Healthy
202511,PLT-02,MAT-105,4883,100,150,MT,1464.9,Healthy
202501,PLT-02,MAT-106,871,100,150,MT,261.3,Healthy
202503,PLT-02,MAT-106,568,100,150,MT,170.4,Healthy
202505,PLT-02,MAT-106,229,100,150,MT,68.7,Healthy
202506,PLT-02,MAT-106,568,100,150,MT,170.4,Healthy
202508,PLT-02,MAT-106,238,100,150,MT,71.4,Healthy
202510,PLT-02,MAT-106,120,100,150,MT,36.0,Healthy
202512,PLT-02,MAT-106,288,100,150,MT,86.4,Healthy
202601,PLT-02,MAT-106,831,100,150,MT,249.3,Healthy
202501,PLT-02,MAT-107,2662,400,600,KG,199.6,Healthy
202502,PLT-02,MAT-107,2128,400,600,KG,159.6,Healthy
202503,PLT-02,MAT-107,1100,400,600,KG,82.5,Healthy
202504,PLT-02,MAT-107,808,400,600,KG,60.6,Healthy
202505,PLT-02,MAT-107,400,400,600,KG,30.0,Healthy
202508,PLT-02,MAT-107,1401,400,600,KG,105.1,Healthy
202512,PLT-02,MAT-107,891,400,600,KG,66.8,Healthy
202501,PLT-02,MAT-108,1714,400,600,KG,128.5,Healthy
202503,PLT-02,MAT-108,1205,400,600,KG,90.4,Healthy
202504,PLT-02,MAT-108,743,400,600,KG,55.7,Healthy
202506,PLT-02,MAT-108,400,400,600,KG,30.0,Healthy
202508,PLT-02,MAT-108,596,400,600,KG,44.7,Healthy
202509,PLT-02,MAT-108,1275,400,600,KG,95.6,Healthy
202511,PLT-02,MAT-108,825,400,600,KG,61.9,Healthy
202512,PLT-02,MAT-108,2274,400,600,KG,170.5,Healthy
202503,PLT-02,MAT-109,536,120,180,EA,134.0,Healthy
202504,PLT-02,MAT-109,377,120,180,EA,94.2,Healthy
202507,PLT-02,MAT-109,316,120,180,EA,79.0,Healthy
202508,PLT-02,MAT-109,150,120,180,EA,37.5,Healthy
202510,PLT-02,MAT-109,635,120,180,EA,158.8,Healthy
202512,PLT-02,MAT-109,525,120,180,EA,131.2,Healthy
202501,PLT-02,MAT-110,869,400,600,KG,65.2,Healthy
202503,PLT-02,MAT-110,2633,400,600,KG,197.5,Healthy
202504,PLT-02,MAT-110,1922,400,600,KG,144.2,Healthy
202505,PLT-02,MAT-110,1420,400,600,KG,106.5,Healthy
202507,PLT-02,MAT-110,1066,400,600,KG,80.0,Healthy
202508,PLT-02,MAT-110,1326,400,600,KG,99.4,Healthy
202509,PLT-02,MAT-110,432,400,600,KG,32.4,Healthy
202510,PLT-02,MAT-110,621,400,600,KG,46.6,Healthy
202512,PLT-02,MAT-110,400,400,600,KG,30.0,Healthy
202501,PLT-02,MAT-111,1187,100,150,MT,356.1,Healthy
202503,PLT-02,MAT-111,1110,100,150,MT,333.0,Healthy
202507,PLT-02,MAT-111,961,100,150,MT,288.3,Healthy
202508,PLT-02,MAT-111,775,100,150,MT,232.5,Healthy
202510,PLT-02,MAT-111,432,100,150,MT,129.6,Healthy
202512,PLT-02,MAT-111,120,100,150,MT,36.0,Healthy
202502,PLT-02,MAT-112,977,100,150,MT,293.1,Healthy
202504,PLT-02,MAT-112,904,100,150,MT,271.2,Healthy
202505,PLT-02,MAT-112,776,100,150,MT,232.8,Healthy
202506,PLT-02,MAT-112,701,100,150,MT,210.3,Healthy
202508,PLT-02,MAT-112,605,100,150,MT,181.5,Healthy
202509,PLT-02,MAT-112,480,100,150,MT,144.0,Healthy
202510,PLT-02,MAT-112,232,100,150,MT,69.6,Healthy
202512,PLT-02,MAT-112,120,100,150,MT,36.0,Healthy
202501,PLT-03,MAT-101,120,100,150,MT,36.0,Healthy
202502,PLT-03,MAT-101,788,100,150,MT,236.4,Healthy
202503,PLT-03,MAT-101,1499,100,150,MT,449.7,Healthy
202504,PLT-03,MAT-101,1747,100,150,MT,524.1,Healthy
202505,PLT-03,MAT-101,2701,100,150,MT,810.3,Healthy
202506,PLT-03,MAT-101,3294,100,150,MT,988.2,Healthy
202507,PLT-03,MAT-101,3388,100,150,MT,1016.4,Healthy
202508,PLT-03,MAT-101,3500,100,150,MT,1050.0,Healthy
202509,PLT-03,MAT-101,3065,100,150,MT,919.5,Healthy
202510,PLT-03,MAT-101,2993,100,150,MT,897.9,Healthy
202511,PLT-03,MAT-101,3486,100,150,MT,1045.8,Healthy
202512,PLT-03,MAT-101,3428,100,150,MT,1028.4,Healthy
202501,PLT-03,MAT-102,120,100,150,MT,36.0,Healthy
202502,PLT-03,MAT-102,349,100,150,MT,104.7,Healthy
202503,PLT-03,MAT-102,654,100,150,MT,196.2,Healthy
202504,PLT-03,MAT-102,805,100,150,MT,241.5,Healthy
202505,PLT-03,MAT-102,823,100,150,MT,246.9,Healthy
202506,PLT-03,MAT-102,1164,100,150,MT,349.2,Healthy
202507,PLT-03,MAT-102,1533,100,150,MT,459.9,Healthy
202508,PLT-03,MAT-102,1744,100,150,MT,523.2,Healthy
202509,PLT-03,MAT-102,2648,100,150,MT,794.4,Healthy
202510,PLT-03,MAT-102,2664,100,150,MT,799.2,Healthy
202511,PLT-03,MAT-102,3123,100,150,MT,936.9,Healthy
202502,PLT-03,MAT-103,120,100,150,MT,36.0,Healthy
202503,PLT-03,MAT-103,516,100,150,MT,154.8,Healthy
202504,PLT-03,MAT-103,1084,100,150,MT,325.2,Healthy
202505,PLT-03,MAT-103,1322,100,150,MT,396.6,Healthy
202507,PLT-03,MAT-103,1449,100,150,MT,434.7,Healthy
202508,PLT-03,MAT-103,1627,100,150,MT,488.1,Healthy
202509,PLT-03,MAT-103,2925,100,150,MT,877.5,Healthy
202510,PLT-03,MAT-103,3444,100,150,MT,1033.2,Healthy
202511,PLT-03,MAT-103,4384,100,150,MT,1315.2,Healthy
202512,PLT-03,MAT-103,4285,100,150,MT,1285.5,Healthy
202501,PLT-03,MAT-104,154,100,150,MT,46.2,Healthy
202502,PLT-03,MAT-104,120,100,150,MT,36.0,Healthy
202503,PLT-03,MAT-104,387,100,150,MT,116.1,Healthy
202504,PLT-03,MAT-104,569,100,150,MT,170.7,Healthy
202507,PLT-03,MAT-104,900,100,150,MT,270.0,Healthy
202508,PLT-03,MAT-104,1374,100,150,MT,412.2,Healthy
202509,PLT-03,MAT-104,2264,100,150,MT,679.2,Healthy
202510,PLT-03,MAT-104,3138,100,150,MT,941.4,Healthy
202511,PLT-03,MAT-104,3569,100,150,MT,1070.7,Healthy
202512,PLT-03,MAT-104,3803,100,150,MT,1140.9,Healthy
202501,PLT-03,MAT-105,420,100,150,MT,126.0,Healthy
202502,PLT-03,MAT-105,120,100,150,MT,36.0,Healthy
202504,PLT-03,MAT-105,582,100,150,MT,174.6,Healthy
202505,PLT-03,MAT-105,335,100,150,MT,100.5,Healthy
202507,PLT-03,MAT-105,601,100,150,MT,180.3,Healthy
202509,PLT-03,MAT-105,1105,100,150,MT,331.5,Healthy
202510,PLT-03,MAT-105,2212,100,150,MT,663.6,Healthy
202511,PLT-03,MAT-105,2713,100,150,MT,813.9,Healthy
202512,PLT-03,MAT-105,3305,100,150,MT,991.5,Healthy
202601,PLT-03,MAT-105,3773,100,150,MT,1131.9,Healthy
202503,PLT-03,MAT-106,677,100,150,MT,203.1,Healthy
202506,PLT-03,MAT-106,531,100,150,MT,159.3,Healthy
202507,PLT-03,MAT-106,493,100,150,MT,147.9,Healthy
202508,PLT-03,MAT-106,277,100,150,MT,83.1,Healthy
202510,PLT-03,MAT-106,226,100,150,MT,67.8,Healthy
202511,PLT-03,MAT-106,120,100,150,MT,36.0,Healthy
202502,PLT-03,MAT-107,2163,400,600,KG,162.2,Healthy
202503,PLT-03,MAT-107,1456,400,600,KG,109.2,Healthy
202506,PLT-03,MAT-107,967,400,600,KG,72.5,Healthy
202509,PLT-03,MAT-107,400,400,600,KG,30.0,Healthy
202511,PLT-03,MAT-107,1522,400,600,KG,114.2,Healthy
202512,PLT-03,MAT-107,2448,400,600,KG,183.6,Healthy
202503,PLT-03,MAT-108,887,400,600,KG,66.5,Healthy
202505,PLT-03,MAT-108,536,400,600,KG,40.2,Healthy
202506,PLT-03,MAT-108,400,400,600,KG,30.0,Healthy
202507,PLT-03,MAT-108,2030,400,600,KG,152.2,Healthy
202508,PLT-03,MAT-108,1167,400,600,KG,87.5,Healthy
202509,PLT-03,MAT-108,1590,400,600,KG,119.2,Healthy
202510,PLT-03,MAT-108,1031,400,600,KG,77.3,Healthy
202501,PLT-03,MAT-109,347,120,180,EA,86.8,Healthy
202502,PLT-03,MAT-109,467,120,180,EA,116.8,Healthy
202505,PLT-03,MAT-109,346,120,180,EA,86.5,Healthy
202506,PLT-03,MAT-109,315,120,180,EA,78.8,Healthy
202507,PLT-03,MAT-109,150,120,180,EA,37.5,Healthy
202511,PLT-03,MAT-109,586,120,180,EA,146.5,Healthy
202512,PLT-03,MAT-109,1207,120,180,EA,301.8,Healthy
202501,PLT-03,MAT-110,3099,400,600,KG,232.4,Healthy
202502,PLT-03,MAT-110,2375,400,600,KG,178.1,Healthy
202504,PLT-03,MAT-110,2243,400,600,KG,168.2,Healthy
202506,PLT-03,MAT-110,3028,400,600,KG,227.1,Healthy
202507,PLT-03,MAT-110,2652,400,600,KG,198.9,Healthy
202508,PLT-03,MAT-110,2125,400,600,KG,159.4,Healthy
202510,PLT-03,MAT-110,1151,400,600,KG,86.3,Healthy
202512,PLT-03,MAT-110,400,400,600,KG,30.0,Healthy
202503,PLT-03,MAT-111,1768,100,150,MT,530.4,Healthy
202505,PLT-03,MAT-111,1405,100,150,MT,421.5,Healthy
202507,PLT-03,MAT-111,1149,100,150,MT,344.7,Healthy
202509,PLT-03,MAT-111,817,100,150,MT,245.1,Healthy
202510,PLT-03,MAT-111,758,100,150,MT,227.4,Healthy
202511,PLT-03,MAT-111,526,100,150,MT,157.8,Healthy
202512,PLT-03,MAT-111,120,100,150,MT,36.0,Healthy
202501,PLT-03,MAT-112,2080,100,150,MT,624.0,Healthy
202503,PLT-03,MAT-112,1823,100,150,MT,546.9,Healthy
202505,PLT-03,MAT-112,1693,100,150,MT,507.9,Healthy
202507,PLT-03,MAT-112,1427,100,150,MT,428.1,Healthy
202508,PLT-03,MAT-112,1124,100,150,MT,337.2,Healthy
202509,PLT-03,MAT-112,799,100,150,MT,239.7,Healthy
202510,PLT-03,MAT-112,519,100,150,MT,155.7,Healthy
202511,PLT-03,MAT-112,315,100,150,MT,94.5,Healthy
202512,PLT-03,MAT-112,120,100,150,MT,36.0,Healthy
202501,PLT-04,MAT-101,120,100,150,MT,36.0,Healthy
202502,PLT-04,MAT-101,698,100,150,MT,209.4,Healthy
202503,PLT-04,MAT-101,1341,100,150,MT,402.3,Healthy
202505,PLT-04,MAT-101,1830,100,150,MT,549.0,Healthy
202506,PLT-04,MAT-101,1750,100,150,MT,525.0,Healthy
202507,PLT-04,MAT-101,2378,100,150,MT,713.4,Healthy
202509,PLT-04,MAT-101,3573,100,150,MT,1071.9,Healthy
202510,PLT-04,MAT-101,4010,100,150,MT,1203.0,Healthy
202512,PLT-04,MAT-101,3852,100,150,MT,1155.6,Healthy
202601,PLT-04,MAT-101,4279,100,150,MT,1283.7,Healthy
202501,PLT-04,MAT-102,120,100,150,MT,36.0,Healthy
202502,PLT-04,MAT-102,302,100,150,MT,90.6,Healthy
202503,PLT-04,MAT-102,382,100,150,MT,114.6,Healthy
202504,PLT-04,MAT-102,1403,100,150,MT,420.9,Healthy
202506,PLT-04,MAT-102,1847,100,150,MT,554.1,Healthy
202507,PLT-04,MAT-102,2262,100,150,MT,678.6,Healthy
202509,PLT-04,MAT-102,2563,100,150,MT,768.9,Healthy
202510,PLT-04,MAT-102,3557,100,150,MT,1067.1,Healthy
202511,PLT-04,MAT-102,3815,100,150,MT,1144.5,Healthy
202601,PLT-04,MAT-102,4715,100,150,MT,1414.5,Healthy
202501,PLT-04,MAT-103,348,100,150,MT,104.4,Healthy
202502,PLT-04,MAT-103,173,100,150,MT,51.9,Healthy
202503,PLT-04,MAT-103,120,100,150,MT,36.0,Healthy
202504,PLT-04,MAT-103,340,100,150,MT,102.0,Healthy
202505,PLT-04,MAT-103,646,100,150,MT,193.8,Healthy
202506,PLT-04,MAT-103,406,100,150,MT,121.8,Healthy
202507,PLT-04,MAT-103,1255,100,150,MT,376.5,Healthy
202509,PLT-04,MAT-103,2098,100,150,MT,629.4,Healthy
202510,PLT-04,MAT-103,2916,100,150,MT,874.8,Healthy
202511,PLT-04,MAT-103,2748,100,150,MT,824.4,Healthy
202501,PLT-04,MAT-104,120,100,150,MT,36.0,Healthy
202502,PLT-04,MAT-104,1111,100,150,MT,333.3,Healthy
202505,PLT-04,MAT-104,716,100,150,MT,214.8,Healthy
202506,PLT-04,MAT-104,1045,100,150,MT,313.5,Healthy
202507,PLT-04,MAT-104,1211,100,150,MT,363.3,Healthy
202508,PLT-04,MAT-104,1398,100,150,MT,419.4,Healthy
202509,PLT-04,MAT-104,1771,100,150,MT,531.3,Healthy
202511,PLT-04,MAT-104,1706,100,150,MT,511.8,Healthy
202512,PLT-04,MAT-104,2106,100,150,MT,631.8,Healthy
202601,PLT-04,MAT-104,2569,100,150,MT,770.7,Healthy
202501,PLT-04,MAT-105,120,100,150,MT,36.0,Healthy
202502,PLT-04,MAT-105,476,100,150,MT,142.8,Healthy
202503,PLT-04,MAT-105,1047,100,150,MT,314.1,Healthy
202504,PLT-04,MAT-105,1871,100,150,MT,561.3,Healthy
202505,PLT-04,MAT-105,1587,100,150,MT,476.1,Healthy
202506,PLT-04,MAT-105,1367,100,150,MT,410.1,Healthy
202507,PLT-04,MAT-105,2627,100,150,MT,788.1,Healthy
202508,PLT-04,MAT-105,3041,100,150,MT,912.3,Healthy
202509,PLT-04,MAT-105,2688,100,150,MT,806.4,Healthy
202510,PLT-04,MAT-105,2851,100,150,MT,855.3,Healthy
202511,PLT-04,MAT-105,3060,100,150,MT,918.0,Healthy
202512,PLT-04,MAT-105,3555,100,150,MT,1066.5,Healthy
202501,PLT-04,MAT-106,120,100,150,MT,36.0,Healthy
202502,PLT-04,MAT-106,1493,100,150,MT,447.9,Healthy
202505,PLT-04,MAT-106,1346,100,150,MT,403.8,Healthy
202506,PLT-04,MAT-106,1233,100,150,MT,369.9,Healthy
202508,PLT-04,MAT-106,1633,100,150,MT,489.9,Healthy
202509,PLT-04,MAT-106,2120,100,150,MT,636.0,Healthy
202511,PLT-04,MAT-106,2023,100,150,MT,606.9,Healthy
202512,PLT-04,MAT-106,2541,100,150,MT,762.3,Healthy
202501,PLT-04,MAT-107,2769,400,600,KG,207.7,Healthy
202503,PLT-04,MAT-107,1532,400,600,KG,114.9,Healthy
202504,PLT-04,MAT-107,412,400,600,KG,30.9,Healthy
202505,PLT-04,MAT-107,1335,400,600,KG,100.1,Healthy
202506,PLT-04,MAT-107,1037,400,600,KG,77.8,Healthy
202509,PLT-04,MAT-107,783,400,600,KG,58.7,Healthy
202512,PLT-04,MAT-107,400,400,600,KG,30.0,Healthy
202601,PLT-04,MAT-107,753,400,600,KG,56.5,Healthy
202504,PLT-04,MAT-108,400,400,600,KG,30.0,Healthy
202505,PLT-04,MAT-108,1150,400,600,KG,86.2,Healthy
202506,PLT-04,MAT-108,2419,400,600,KG,181.4,Healthy
202511,PLT-04,MAT-108,3336,400,600,KG,250.2,Healthy
202601,PLT-04,MAT-108,3622,400,600,KG,271.6,Healthy
202502,PLT-04,MAT-109,514,120,180,EA,128.5,Healthy
202504,PLT-04,MAT-109,383,120,180,EA,95.8,Healthy
202505,PLT-04,MAT-109,215,120,180,EA,53.8,Healthy
202507,PLT-04,MAT-109,150,120,180,EA,37.5,Healthy
202508,PLT-04,MAT-109,629,120,180,EA,157.2,Healthy
202509,PLT-04,MAT-109,1220,120,180,EA,305.0,Healthy
202511,PLT-04,MAT-109,1015,120,180,EA,253.8,Healthy
202512,PLT-04,MAT-109,884,120,180,EA,221.0,Healthy
202504,PLT-04,MAT-110,400,400,600,KG,30.0,Healthy
202505,PLT-04,MAT-110,1846,400,600,KG,138.4,Healthy
202506,PLT-04,MAT-110,2529,400,600,KG,189.7,Healthy
202507,PLT-04,MAT-110,3296,400,600,KG,247.2,Healthy
202508,PLT-04,MAT-110,2831,400,600,KG,212.3,Healthy
202509,PLT-04,MAT-110,2220,400,600,KG,166.5,Healthy
202503,PLT-04,MAT-111,455,100,150,MT,136.5,Healthy
202505,PLT-04,MAT-111,314,100,150,MT,94.2,Healthy
202509,PLT-04,MAT-111,120,100,150,MT,36.0,Healthy
202502,PLT-04,MAT-112,1586,100,150,MT,475.8,Healthy
202503,PLT-04,MAT-112,1426,100,150,MT,427.8,Healthy
202504,PLT-04,MAT-112,1119,100,150,MT,335.7,Healthy
202506,PLT-04,MAT-112,718,100,150,MT,215.4,Healthy
202509,PLT-04,MAT-112,314,100,150,MT,94.2,Healthy
202511,PLT-04,MAT-112,217,100,150,MT,65.1,Healthy
202512,PLT-04,MAT-112,120,100,150,MT,36.0,Healthy
202501,PLT-05,MAT-101,120,100,150,MT,36.0,Healthy
202502,PLT-05,MAT-101,179,100,150,MT,53.7,Healthy
202503,PLT-05,MAT-101,133,100,150,MT,39.9,Healthy
202504,PLT-05,MAT-101,1047,100,150,MT,314.1,Healthy
202505,PLT-05,MAT-101,1090,100,150,MT,327.0,Healthy
202506,PLT-05,MAT-101,1365,100,150,MT,409.5,Healthy
202507,PLT-05,MAT-101,2849,100,150,MT,854.7,Healthy
202508,PLT-05,MAT-101,2474,100,150,MT,742.2,Healthy
202509,PLT-05,MAT-101,2866,100,150,MT,859.8,Healthy
202510,PLT-05,MAT-101,2857,100,150,MT,857.1,Healthy
