date_key,supplier_id,total_deliveries,otd_pct,otif_pct,defect_ppm,lead_time_variance_days,ppv_pct,responsiveness_score,overall_score,supplier_rating
202503,SUP-011,3,100.0,33.3,8248,5.5,8.32,55,39.6,D - At Risk
202503,SUP-012,7,100.0,100.0,455,1.2,0.2,85,95.5,A - Preferred
202503,SUP-013,4,75.0,75.0,3719,5.5,8.72,55,65.4,C - Conditional
202503,SUP-014,4,100.0,100.0,548,1.2,0.53,85,94.9,A - Preferred
202504,SUP-001,3,100.0,100.0,125,0.4,-2.31,95,100.5,A - Preferred
202504,SUP-002,4,100.0,100.0,105,0.4,-2.17,95,100.4,A - Preferred
202504,SUP-003,6,83.3,83.3,441,1.2,-0.51,85,91.1,A - Preferred
202504,SUP-004,3,100.0,100.0,465,1.2,0.1,85,95.5,A - Preferred
202504,SUP-005,5,80.0,60.0,1248,2.5,2.77,72,76.4,B - Approved
202504,SUP-006,4,100.0,100.0,378,1.2,-0.1,85,95.9,A - Preferred
202504,SUP-007,4,75.0,75.0,1640,2.5,3.19,72,79.4,B - Approved
202504,SUP-008,4,75.0,75.0,1435,2.5,2.89,72,80.3,B - Approved
202504,SUP-009,2,100.0,100.0,4806,5.5,8.11,55,70.1,B - Approved
202504,SUP-011,4,50.0,50.0,5358,5.5,7.92,55,53.6,D - At Risk
202504,SUP-013,2,100.0,50.0,3652,5.5,7.17,55,59.3,C - Conditional
202504,SUP-014,2,100.0,100.0,521,1.2,-0.44,85,95.8,A - Preferred
202505,SUP-001,4,100.0,100.0,145,0.4,-2.09,95,100.2,A - Preferred
202505,SUP-002,2,100.0,100.0,140,0.4,-2.06,95,100.2,A - Preferred
202505,SUP-003,5,100.0,80.0,455,1.2,0.06,85,89.6,A - Preferred
202505,SUP-004,2,100.0,100.0,604,1.2,-0.39,85,95.5,A - Preferred
202505,SUP-005,3,100.0,100.0,1602,2.5,2.78,72,87.4,A - Preferred
202505,SUP-006,2,100.0,100.0,389,1.2,-0.37,85,96.1,A - Preferred
202505,SUP-007,4,75.0,50.0,1834,2.5,2.7,72,71.7,B - Approved
202505,SUP-008,2,100.0,100.0,1403,2.5,2.76,72,88.0,A - Preferred
202505,SUP-009,2,100.0,100.0,4712,5.5,7.76,55,70.7,B - Approved
202505,SUP-010,2,100.0,100.0,1510,2.5,3.27,72,87.3,A - Preferred
202505,SUP-011,3,100.0,100.0,4215,5.5,7.78,55,72.1,B - Approved
202505,SUP-012,3,100.0,100.0,342,1.2,-0.04,85,96.0,A - Preferred
202505,SUP-013,2,100.0,100.0,4628,5.5,8.02,55,70.7,B - Approved
202505,SUP-014,3,66.7,66.7,490,1.2,0.15,85,85.4,A - Preferred
202506,SUP-001,2,100.0,100.0,88,0.4,-2.25,95,100.5,A - Preferred
202506,SUP-002,4,100.0,100.0,117,0.4,-2.75,95,100.8,A - Preferred
202506,SUP-003,2,100.0,100.0,527,1.2,0.27,85,95.2,A - Preferred
202506,SUP-004,3,100.0,100.0,410,1.2,0.19,85,95.6,A - Preferred
202506,SUP-006,3,100.0,100.0,391,1.2,0.0,85,95.8,A - Preferred
202506,SUP-007,2,100.0,100.0,1646,2.5,3.3,72,86.8,A - Preferred
202506,SUP-008,3,100.0,33.3,1506,2.5,3.18,72,67.3,C - Conditional
202506,SUP-009,4,75.0,25.0,4552,5.5,8.86,55,47.8,D - At Risk
202506,SUP-010,3,100.0,100.0,1973,2.5,3.05,72,86.0,A - Preferred
202506,SUP-012,4,100.0,100.0,466,1.2,0.19,85,95.4,A - Preferred
202506,SUP-013,3,33.3,33.3,4771,5.5,7.89,55,50.4,D - At Risk
202506,SUP-014,3,100.0,100.0,478,1.2,-0.02,85,95.6,A - Preferred
202507,SUP-001,4,100.0,100.0,112,0.4,-2.04,95,100.3,A - Preferred
202507,SUP-002,2,100.0,100.0,130,0.4,-2.39,95,100.5,A - Preferred
202507,SUP-003,2,100.0,100.0,625,1.2,-0.67,85,95.7,A - Preferred
202507,SUP-004,3,100.0,100.0,510,1.2,0.43,85,95.1,A - Preferred
202507,SUP-005,5,80.0,40.0,1700,2.5,3.03,72,68.9,C - Conditional
202507,SUP-006,4,100.0,75.0,534,1.2,0.71,85,87.3,A - Preferred
202507,SUP-007,3,100.0,66.7,1246,2.5,3.08,72,78.2,B - Approved
202507,SUP-008,3,100.0,66.7,1742,2.5,2.8,72,76.9,B - Approved
202507,SUP-009,2,100.0,50.0,4340,5.5,7.36,55,57.1,C - Conditional
202507,SUP-010,5,80.0,80.0,1713,2.5,3.01,72,80.9,B - Approved
202507,SUP-011,3,100.0,33.3,5062,5.5,8.27,55,49.2,D - At Risk
202507,SUP-012,2,100.0,100.0,364,1.2,0.5,85,95.5,A - Preferred
202507,SUP-013,5,80.0,80.0,4826,5.5,8.46,55,63.8,C - Conditional
202507,SUP-014,3,100.0,66.7,483,1.2,0.53,85,85.1,A - Preferred
202508,SUP-002,2,100.0,100.0,163,0.4,-2.24,95,100.3,A - Preferred
202508,SUP-003,2,100.0,100.0,557,1.2,0.05,85,95.3,A - Preferred
202508,SUP-004,3,66.7,66.7,214,1.2,0.14,85,86.3,A - Preferred
202508,SUP-005,2,100.0,50.0,1529,2.5,2.68,72,72.7,B - Approved
202508,SUP-006,1,100.0,100.0,606,1.2,-0.07,85,95.2,A - Preferred
202508,SUP-007,4,100.0,75.0,1698,2.5,2.85,72,79.5,B - Approved
202508,SUP-008,3,66.7,66.7,1122,2.5,3.32,72,78.4,B - Approved
202508,SUP-009,2,100.0,50.0,5721,5.5,8.43,55,52.1,D - At Risk
202508,SUP-010,1,0.0,0.0,1269,2.5,3.3,72,58.0,C - Conditional
202508,SUP-011,3,66.7,66.7,4074,5.5,7.4,55,62.9,C - Conditional
202508,SUP-012,2,100.0,100.0,434,1.2,-0.59,85,96.2,A - Preferred
202508,SUP-013,2,100.0,50.0,4418,5.5,8.0,55,56.3,C - Conditional
202508,SUP-014,4,100.0,100.0,501,1.2,-0.61,85,96.0,A - Preferred
202509,SUP-001,4,100.0,75.0,115,0.4,-1.74,95,92.5,A - Preferred
202509,SUP-002,4,100.0,100.0,129,0.4,-2.05,95,100.3,A - Preferred
202509,SUP-003,6,100.0,100.0,478,1.2,-0.23,85,95.8,A - Preferred
202509,SUP-004,5,100.0,100.0,384,1.2,-0.02,85,95.9,A - Preferred
202509,SUP-005,3,66.7,66.7,1815,2.5,2.97,72,76.6,B - Approved
202509,SUP-006,2,100.0,100.0,532,1.2,-0.55,85,95.8,A - Preferred
202509,SUP-007,3,66.7,66.7,1453,2.5,2.63,72,77.9,B - Approved
202509,SUP-008,3,100.0,100.0,1416,2.5,2.39,72,88.2,A - Preferred
202509,SUP-009,5,100.0,80.0,5139,5.5,8.24,55,63.0,C - Conditional
202509,SUP-010,3,66.7,66.7,1514,2.5,3.23,72,77.3,B - Approved
202509,SUP-011,3,66.7,33.3,5443,5.5,8.27,55,48.0,D - At Risk
202509,SUP-012,4,100.0,100.0,395,1.2,0.09,85,95.7,A - Preferred
202509,SUP-013,6,83.3,83.3,3974,5.5,8.33,55,67.4,C - Conditional
202509,SUP-014,2,100.0,100.0,556,1.2,0.44,85,95.0,A - Preferred
202510,SUP-001,5,100.0,100.0,110,0.4,-1.8,95,100.1,A - Preferred
202510,SUP-002,2,100.0,100.0,116,0.4,-1.71,95,100.0,A - Preferred
202510,SUP-003,3,100.0,66.7,502,1.2,0.14,85,85.4,A - Preferred
202510,SUP-004,2,100.0,100.0,386,1.2,0.02,85,95.8,A - Preferred
202510,SUP-005,5,100.0,100.0,1569,2.5,2.87,72,87.4,A - Preferred
202510,SUP-006,4,100.0,100.0,465,1.2,0.29,85,95.4,A - Preferred
202510,SUP-007,4,75.0,50.0,1308,2.5,2.97,72,73.1,B - Approved
202510,SUP-008,2,100.0,50.0,1370,2.5,2.92,72,73.0,B - Approved
202510,SUP-009,3,100.0,100.0,4895,5.5,8.13,55,69.8,C - Conditional
202510,SUP-010,5,100.0,100.0,1375,2.5,2.9,72,88.0,A - Preferred
202510,SUP-011,4,75.0,75.0,5125,5.5,8.13,55,61.6,C - Conditional
202510,SUP-012,4,75.0,75.0,520,1.2,0.2,85,87.8,A - Preferred
202510,SUP-013,2,100.0,50.0,4535,5.5,7.88,55,56.1,C - Conditional
202510,SUP-014,4,100.0,100.0,562,1.2,0.77,85,94.7,A - Preferred
202511,SUP-001,2,100.0,100.0,122,0.4,-2.34,95,100.5,A - Preferred
202511,SUP-002,5,100.0,100.0,120,0.4,-1.77,95,100.1,A - Preferred
202511,SUP-003,2,100.0,100.0,518,1.2,0.29,85,95.2,A - Preferred
202511,SUP-004,5,100.0,100.0,439,1.2,0.19,85,95.5,A - Preferred
202511,SUP-005,3,100.0,100.0,918,2.5,2.53,72,89.6,A - Preferred
202511,SUP-006,3,100.0,100.0,438,1.2,-0.19,85,95.8,A - Preferred
202511,SUP-007,3,66.7,66.7,1652,2.5,3.66,72,76.5,B - Approved
202511,SUP-008,1,100.0,100.0,1274,2.5,3.58,72,87.7,A - Preferred
202511,SUP-009,4,50.0,50.0,4607,5.5,8.18,55,55.6,C - Conditional
202511,SUP-010,3,100.0,100.0,1432,2.5,3.47,72,87.3,A - Preferred
202511,SUP-011,4,100.0,75.0,4136,5.5,7.55,55,65.1,C - Conditional
202511,SUP-012,2,100.0,100.0,475,1.2,-0.1,85,95.7,A - Preferred
202511,SUP-013,3,100.0,100.0,3991,5.5,7.99,55,72.6,B - Approved
202511,SUP-014,2,100.0,100.0,441,1.2,0.67,85,95.1,A - Preferred
202512,SUP-001,4,100.0,100.0,119,0.4,-1.74,95,100.0,A - Preferred
202512,SUP-002,2,100.0,100.0,126,0.4,-1.52,95,99.8,A - Preferred
202512,SUP-003,1,100.0,100.0,521,1.2,0.11,85,95.3,A - Preferred
202512,SUP-004,3,100.0,100.0,368,1.2,0.05,85,95.9,A - Preferred
202512,SUP-005,4,100.0,100.0,1631,2.5,2.68,72,87.4,A - Preferred
202512,SUP-006,3,100.0,100.0,434,1.2,0.55,85,95.3,A - Preferred
202512,SUP-007,2,100.0,100.0,1308,2.5,2.99,72,88.1,A - Preferred
202512,SUP-008,5,100.0,80.0,1341,2.5,3.18,72,81.8,B - Approved
202512,SUP-009,2,100.0,100.0,4216,5.5,8.47,55,71.6,B - Approved
202512,SUP-010,3,100.0,33.3,1450,2.5,3.15,72,67.5,C - Conditional
202512,SUP-011,3,66.7,66.7,5507,5.5,7.48,55,58.5,C - Conditional
202512,SUP-012,4,100.0,100.0,397,1.2,-0.24,85,96.0,A - Preferred
202512,SUP-013,2,100.0,100.0,4959,5.5,8.73,55,69.1,C - Conditional
202512,SUP-014,4,100.0,100.0,402,1.2,-0.06,85,95.8,A - Preferred
202601,SUP-001,2,100.0,100.0,139,0.4,,95,,
202601,SUP-002,3,100.0,100.0,118,0.4,,95,,
202601,SUP-003,2,50.0,50.0,418,1.2,,85,,
202601,SUP-004,1,100.0,100.0,432,1.2,,85,,
202601,SUP-005,1,100.0,100.0,1348,2.5,,72,,
202601,SUP-006,2,100.0,100.0,460,1.2,,85,,
202601,SUP-007,2,100.0,100.0,1335,2.5,,72,,
202601,SUP-008,1,100.0,100.0,1580,2.5,,72,,
202601,SUP-009,3,33.3,33.3,4949,5.5,,55,,
202601,SUP-010,1,100.0,100.0,1780,2.5,,72,,
202601,SUP-011,1,100.0,100.0,6272,5.5,,55,,
202601,SUP-013,2,50.0,0.0,4802,5.5,,55,,
202601,SUP-014,1,100.0,100.0,350,1.2,,85,,
